id,uf,municipio,codigo_ibge,regiao,canal,subcanal,tier,qtd_pontos_estimados,fluxo_diario_estimado,ticket_medio_estimado,faturamento_mensal_estimado,prioridade_expansao,fonte_dado,ano_base,metodologia_aplicada,nivel_confianca
482,SP,São José dos Campos,3549904,Sudeste,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,2,1325,7.5,23850.0,1,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
483,SP,Sorocaba,3552205,Sudeste,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,3,1325,7.5,35775.0,1,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
484,BA,Alagoinhas,2900702,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
485,BA,Barreiras,2903201,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
486,BA,Camaçari,2905701,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
487,BA,Ilhéus,2913606,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
488,BA,Interior de BA,,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
489,BA,Itabuna,2914802,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
490,BA,Jequié,2918001,Nordeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
491,BA,Juazeiro,2918407,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
492,BA,Lauro de Freitas,2919207,Nordeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
493,BA,Porto Seguro,2925303,Nordeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
494,BA,Salvador,2927408,Nordeste,shopping,shopping center,convencional,3,21200,7.5,35775.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
495,BA,Salvador,2927408,Nordeste,shopping,shopping center,premium,2,13200,12.0,23760.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
496,BA,Vitória da Conquista,2933307,Nordeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
497,BA,Vitória da Conquista,2933307,Nordeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
498,MG,Belo Horizonte,3106200,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
499,MG,Betim,3106705,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
500,MG,Contagem,3118601,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
501,MG,Interior de MG,,Sudeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
502,MG,Juiz de Fora,3136702,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
503,MG,Montes Claros,3143302,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
504,MG,Uberaba,3170107,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
505,MG,Uberlândia,3170206,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
506,PR,Cascavel,4104808,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
507,PR,Foz do Iguaçu,4108304,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
508,PR,Interior de PR,,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
509,PR,Londrina,4113700,Sul,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
510,PR,Londrina,4113700,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
511,PR,Maringá,4115200,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
512,PR,Paranaguá,4118204,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
513,PR,Ponta Grossa,4119905,Sul,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
514,PR,Ponta Grossa,4119905,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
515,PR,São José dos Pinhais,4125506,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
516,RJ,Angra dos Reis,3300100,Sudeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
517,RJ,Barra Mansa,3300407,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
518,RJ,Belford Roxo,3300456,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
519,RJ,Campos dos Goytacazes,3301009,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
520,RJ,Duque de Caxias,3301702,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
521,RJ,Macaé,3302403,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
522,RJ,Magé,3302502,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
523,RJ,Niterói,3303302,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
524,RJ,Nova Iguaçu,3303500,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
525,RJ,Petrópolis,3303906,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
526,RJ,Rio de Janeiro,3304557,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
527,RJ,São Gonçalo,3304904,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
528,RJ,São João de Meriti,3305109,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
529,RJ,Volta Redonda,3306305,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
530,RS,Canoas,4304606,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
531,RS,Caxias do Sul,4305108,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
532,RS,Gravataí,4309209,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
533,RS,Interior de RS,,Sul,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
534,RS,Novo Hamburgo,4313409,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
535,RS,Pelotas,4314407,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
536,RS,Porto Alegre,4314902,Sul,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
537,RS,Porto Alegre,4314902,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
538,RS,Rio Grande,4315602,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
539,RS,Santa Maria,4316907,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
540,RS,São Leopoldo,4318705,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
541,RS,Viamão,4323002,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
542,SC,Balneário Camboriú,4202008,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
543,SC,Blumenau,4202404,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
544,SC,Brusque,4202909,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
545,SC,Caçador,4203006,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
546,SC,Chapecó,4204202,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
